,stepsize,psnr,ssim
0,0.1,32.01328705387249,85.8133657234353
1,0.325,32.07394936940244,85.77520353269094
2,0.55,32.07412228647366,85.77501360884533
3,0.775,32.074122338470985,85.77501355164758
4,1.0,32.074122338471035,85.77501355164759
