,stepsize,psnr,ssim
0,0.1,32.01444364086806,85.83248486594422
1,0.325,32.07745715102883,85.79094479312619
2,0.55,32.07763636504969,85.79074163982337
3,0.775,32.07763641894009,85.79074157864356
