,stepsize,psnr,ssim
0,0.05,37.91306297945707,98.2299457219032
1,0.1625,38.52565943504787,97.54870742820134
2,0.275,38.66838807355498,97.24583776601361
3,0.3875,38.70068680312811,97.16312906534432
4,0.5,38.70688107364001,97.14650695558343
