,lam,stepsize,psnr,ssim,
0,0.1,0.1,45.240306257406,99.4413272085496,
1,0.311111111111111,0.1,48.1918865784918,99.7042087046599,
2,0.522222222222222,0.1,50.0316298546578,99.8033104294499,
3,0.733333333333333,0.1,51.2467420994516,99.8515951110682,
4,0.944444444444444,0.1,52.0555023067522,99.8779651233598,
5,1.15555555555556,0.1,52.5887310729618,99.8939392736846,
6,1.36666666666667,0.1,52.933733142792,99.9038882156955,
7,1.57777777777778,0.1,53.1494589602463,99.9109334326703,
8,1.78888888888889,0.1,53.2685787183112,99.9152108706543,
9,2,0.1,53.3160607037496,99.9178429808041,BEST
10,0.1,0.325,49.1214500421606,99.7144922470824,
11,0.311111111111111,0.325,54.4853404933836,99.9001947237929,
12,0.522222222222222,0.325,55.9224321123392,99.9336015436965,
13,0.733333333333333,0.325,56.1602103865254,99.9438041573058,
14,0.944444444444444,0.325,55.8845908738711,99.9443927198518,
15,1.15555555555556,0.325,55.3304704402166,99.9392308094218,
16,1.36666666666667,0.325,53.9682263477402,99.8772617218058,
17,1.57777777777778,0.325,49.6772979905856,99.4765923221498,
18,1.78888888888889,0.325,41.5042453417784,88.8020581020823,
19,2,0.325,34.3113123817492,73.6797926549114,
20,0.1,0.55,51.8904193075489,99.8183860581109,
21,0.311111111111111,0.55,56.4968869650308,99.9352809755301,
22,0.522222222222222,0.55,56.741056061727,99.9479949038191,
23,0.733333333333333,0.55,55.8571327751355,99.9341239854981,
24,0.944444444444444,0.55,49.6092828092944,99.4077235336594,
25,1.15555555555556,0.55,40.6449094505137,88.3387423118525,
26,1.36666666666667,0.55,20.4242701532383,39.2152294729128,
27,1.57777777777778,0.55,12.0710731723852,19.050928397862,
28,1.78888888888889,0.55,8.00994297775366,9.02638035436082,
29,2,0.55,6.01047418717683,4.28119940915729,
30,0.1,0.775,53.832491559806,99.8679779108603,
31,0.311111111111111,0.775,57.1767841991728,99.9470580103201,
32,0.522222222222222,0.775,56.286593730473,99.9374523298753,
33,0.733333333333333,0.775,46.8830721100392,98.7835519306106,
34,0.944444444444444,0.775,28.1445697439055,58.6253604372668,
35,1.15555555555556,0.775,12.2988983411341,19.0371042638409,
36,1.36666666666667,0.775,4.54583373502579,0.484472929815378,
37,1.57777777777778,0.775,4.37357411472542,0.447211598136356,
38,1.78888888888889,0.775,4.23086086536326,0.413461764556989,
39,2,0.775,4.22284937989695,0.382249205217455,
40,0.1,1,55.1152442872944,99.8947604327632,
41,0.311111111111111,1,57.3439399501843,99.9503911348979,
42,0.522222222222222,1,49.2460359751823,99.3321307827046,
43,0.733333333333333,1,30.1290811633379,63.3762746272361,
44,0.944444444444444,1,8.4977370497706,9.59687119068066,
45,1.15555555555556,1,4.46554221138713,0.48059857995411,
46,1.36666666666667,1,4.25853184577766,0.4048760356073,
47,1.57777777777778,1,4.13337778259307,0.354769788743234,
48,1.78888888888889,1,4.11629668666439,0.330771415312918,
49,2,1,4.02299380823817,0.312042833341599,
