,stepsize,psnr,ssim
0,0.1,32.18981574240467,86.12903109839091
1,0.325,32.25463227645521,86.07846482821002
2,0.55,32.254816061573294,86.0782298560324
3,0.775,32.25481611683764,86.07822978527801
4,1.0,32.254816116837695,86.07822978527793
