,stepsize,psnr,ssim
0,0.1,38.786831099368854,97.71063260328668
1,0.325,38.89639518856111,97.46630735184408
2,0.55,38.89671673945174,97.46548003245984
3,0.775,38.89671683615396,97.46547978353982
4,1.0,38.89671683615406,97.46547978353951
