,x_coord,y_coord
78,0.058533102,0.012217703
79,0.049056243,0.008310148
80,0.07683346,0.018066825
81,0.060726568,0.01267643
82,0.04654028,0.00736362
83,0.07281834,0.017101068
84,0.06479829,0.013673861
85,0.08083001,0.022387516
86,0.07606086,0.017910905
87,0.060767356,0.011045664
88,0.064027734,0.013340872
89,0.041306227,0.006481688
90,0.08081241,0.021416137
91,0.058335453,0.010574155
92,0.05589463,0.009335485
93,0.07551605,0.017392034
94,0.071803145,0.016939513
95,0.060364064,0.011955718
96,0.06950307,0.015524716
97,0.07374233,0.0179083
98,0.06709343,0.015673479
99,0.061741024,0.013975548
100,0.07981247,0.020421349
101,0.05865593,0.010230545
102,0.07464713,0.018302267
103,0.07095738,0.015906332
104,0.06690372,0.014594534
105,0.06797071,0.014855256
106,0.070140444,0.014992302
107,0.066844374,0.015969828
108,0.075937584,0.018787695
109,0.07742057,0.018776791
110,0.062785015,0.013242844
111,0.068625234,0.015725601
112,0.07513786,0.017677395
113,0.06726438,0.015863791
114,0.06337649,0.014711798
115,0.052250434,0.009274593
116,0.059519984,0.010307159
117,0.079078205,0.021127533
118,0.06905455,0.015952164
119,0.06981681,0.015214609
120,0.07493233,0.017981915
121,0.07048332,0.015250892
122,0.050713945,0.00784085
123,0.05983601,0.012013895
124,0.061911594,0.012832156
125,0.058398336,0.009578767
126,0.063796826,0.013316374
127,0.07196831,0.015740566
128,0.06829268,0.015806247
129,0.077637956,0.019921474
130,0.06805322,0.01434656
131,0.07267139,0.018454676
132,0.07174515,0.016699472
133,0.1599956,0.06581655
134,0.066718884,0.0143912025
135,0.056498583,0.009445162
136,0.064408176,0.014566864
137,0.078959286,0.021126883
138,0.060574245,0.012660648
139,0.056400366,0.011135683
140,0.061789688,0.013497016
141,0.06587535,0.0142937675
142,0.0720983,0.017840602
143,0.061025597,0.012643764
144,0.051062513,0.008878132
145,0.07398116,0.016706377
146,0.06267923,0.012225376
147,0.0632799,0.012441764
148,0.061431937,0.012973334
149,0.07343055,0.018874085
150,0.07546942,0.01813897
151,0.07417338,0.017106786
152,0.06433689,0.014259504
153,0.061721306,0.011878013
154,0.04692258,0.0068181516
155,0.05986238,0.012655731
156,0.07781712,0.018651588
157,0.07138389,0.018715763
158,0.063438304,0.012457822
159,0.08306387,0.02292526
160,0.07013653,0.01680488
161,0.04080173,0.005828447
162,0.06638388,0.0145865865
163,0.068936355,0.014895559
164,0.081845306,0.02132244
165,0.058145523,0.013159868
166,0.079640985,0.020017045
167,0.060499035,0.011153523
168,0.05362182,0.009799154
169,0.07117116,0.018011307
170,0.07216444,0.017590487
171,0.057020444,0.010786364
172,0.071291044,0.016413234
173,0.075560905,0.018443557
174,0.054106325,0.008854499
175,0.05873343,0.011181992
176,0.049707204,0.009658499
177,0.075878985,0.02031656
178,0.053430665,0.009771142
179,0.064899474,0.0140660675
180,0.053298783,0.010160137
181,0.0591225,0.011520944
182,0.054391023,0.009556433
183,0.06740652,0.014032995
184,0.06346955,0.013765543
185,0.058875713,0.011493818
186,0.07065238,0.01567803
187,0.07336026,0.016629023
188,0.06477602,0.013776825
189,0.065118514,0.014222434
190,0.063934825,0.014674075
191,0.081976034,0.021457296
192,0.059805717,0.012496758
193,0.06085799,0.011853785
194,0.07144322,0.016312111
195,0.07955977,0.01921188
196,0.07141745,0.015275767
197,0.07332662,0.017195601
198,0.0689639,0.015172238
199,0.06536311,0.0136183575
200,0.06590727,0.013927519
201,0.048054412,0.007990423
202,0.079809986,0.018324263
203,0.1471636,0.057923842
204,0.06857922,0.016470857
205,0.06462092,0.014918689
206,0.07324452,0.017683875
207,0.06674816,0.01535258
208,0.06437037,0.013992483
209,0.061481662,0.011903549
210,0.08049352,0.020120772
211,0.05849226,0.012009314
212,0.073057406,0.01664733
213,0.07182353,0.016359437
214,0.059177328,0.012445791
215,0.07424909,0.018694531
216,0.06972373,0.016048703
217,0.07967191,0.021414278
218,0.07048092,0.015136063
219,0.06979037,0.016581077
220,0.08294689,0.0224521
221,0.05848738,0.010507503
222,0.064834796,0.013834047
223,0.069557674,0.0162187
224,0.06520285,0.0133239785
225,0.044648122,0.0077428436
226,0.07342105,0.01628391
227,0.06075743,0.013700204
228,0.076433815,0.019739563
229,0.062787555,0.014018136
230,0.07188991,0.016748866
231,0.06278301,0.012036525
232,0.06127783,0.012360184
233,0.08245261,0.021514686
234,0.066514224,0.014112284
235,0.062763005,0.012505743
236,0.06356431,0.013402944
237,0.07120065,0.016347678
238,0.08137733,0.021375988
239,0.05797523,0.011587334
240,0.07771035,0.01902586
241,0.04505093,0.007247286
242,0.06694733,0.015640559
243,0.16064963,0.06545495
244,0.070135094,0.016206892
245,0.07927961,0.019179942
246,0.04286041,0.0061174203
247,0.1590719,0.06747349
248,0.06434212,0.01415092
249,0.056287035,0.012056435
250,0.083935946,0.021629289
251,0.073634006,0.017216846
252,0.08147365,0.021873629
253,0.06858316,0.015300257
254,0.070101045,0.017839087
255,0.08207869,0.020446343
256,0.07401511,0.01849225
257,0.056227304,0.009738098
258,0.057190705,0.0115234265
259,0.057993256,0.012335842
260,0.06955032,0.017565541
261,0.06121006,0.0148049565
262,0.07773579,0.01860891
263,0.0727322,0.016805094
264,0.06884778,0.016177094
265,0.058144104,0.0107779745
266,0.054942336,0.009919885
267,0.08267903,0.02146805
268,0.07161762,0.016790533
269,0.07789672,0.019272802
270,0.07151086,0.015959367
271,0.073328696,0.01905859
272,0.069346026,0.016264971
273,0.07532148,0.018386822
274,0.06800603,0.0154203065
275,0.07112995,0.0150658665
276,0.07585227,0.021729555
277,0.06287218,0.012853148
278,0.06628798,0.014123106
279,0.0617677,0.012080759
280,0.072660394,0.016368365
281,0.07296088,0.018217579
282,0.06964971,0.01566299
283,0.07546283,0.018119091
284,0.037877858,0.0058204317
285,0.067091346,0.015282666
286,0.06653509,0.014895225
287,0.050806027,0.0076814843
288,0.07888284,0.019139556
289,0.07872602,0.020126484
290,0.07376722,0.017723873
291,0.07537897,0.018788438
292,0.07117574,0.015893215
293,0.08089628,0.021385029
294,0.07565495,0.019008975
295,0.070488274,0.016637204
296,0.0764315,0.019476134
297,0.06959718,0.016394246
298,0.059230674,0.011859501
299,0.07915052,0.021309493
300,0.058927633,0.011344527
301,0.07359103,0.018498799
302,0.08119506,0.020462291
303,0.075387225,0.019765694
304,0.15968245,0.066725925
305,0.06306249,0.012322431
306,0.06751728,0.013776298
307,0.066840276,0.014667463
308,0.06886194,0.015408321
309,0.057386294,0.010805088
310,0.07148769,0.017822575
311,0.06811634,0.014647579
312,0.10737486,0.035321325
313,0.06495779,0.013503288
314,0.06177218,0.012531164
315,0.071321525,0.016707132
316,0.07447632,0.016883597
317,0.07077018,0.015685448
318,0.06981612,0.015839987
319,0.07754132,0.019802257
320,0.075301185,0.020675156
321,0.06836338,0.01565891
322,0.077284716,0.020343617
323,0.059215765,0.01039124
324,0.062265348,0.0132336905
325,0.06987714,0.017367486
326,0.06704739,0.013930222
327,0.060542908,0.012002525
328,0.05631874,0.010500865
329,0.06862505,0.015197259
330,0.057155356,0.010279958
331,0.07686565,0.019075343
332,0.07841275,0.02036523
333,0.077795416,0.01964176
334,0.059029948,0.0115380315
335,0.08287361,0.022443261
336,0.078324206,0.019250603
337,0.0671445,0.0153731145
338,0.0587383,0.011341117
339,0.04686344,0.0073112138
340,0.083720185,0.024117827
341,0.16145945,0.065933846
342,0.056303035,0.010690153
343,0.059780277,0.012757238
344,0.046094652,0.008057283
345,0.0610434,0.011352015
346,0.076371685,0.018293923
347,0.073425665,0.019277152
348,0.06515465,0.013786898
349,0.070771426,0.01599847
350,0.081204586,0.020207066
351,0.0691278,0.015786842
352,0.068825,0.01472035
353,0.0760885,0.018313976
354,0.062377032,0.012926215
355,0.06917587,0.015489113
356,0.07714035,0.019151174
357,0.07110176,0.016744578
358,0.07499076,0.017020943
359,0.07472548,0.017893802
360,0.06988292,0.014878575
361,0.07019314,0.016162373
362,0.04795287,0.007667508
363,0.066862784,0.01592693
364,0.07225073,0.016998876
365,0.06575898,0.013654713
366,0.068881266,0.01593097
367,0.07272956,0.018504286
368,0.07581187,0.018630143
369,0.070413485,0.01639821
370,0.076409295,0.01989487
371,0.074120075,0.017600037
372,0.07611885,0.019858895
373,0.06166662,0.014293594
374,0.09176871,0.025733102
375,0.058902364,0.011932993
376,0.058326844,0.010609966
377,0.078958444,0.020374538
378,0.060109977,0.012070865
379,0.07105379,0.015477388
380,0.050655097,0.008707872
381,0.072828084,0.017752927
382,0.07296665,0.015948407
383,0.056164913,0.010997213
384,0.08282254,0.024055641
385,0.0667597,0.0143287815
386,0.06444191,0.012847036
387,0.057782773,0.011085885
388,0.050182253,0.008842101
389,0.07200586,0.016097821
390,0.06872664,0.014892939
391,0.07938972,0.020143472
392,0.041630607,0.0063548214
393,0.07534672,0.018710816
394,0.0777799,0.019299708
395,0.08254166,0.0220801
396,0.1603091,0.066870004
397,0.081490725,0.020772062
398,0.073709756,0.01687194
399,0.16084105,0.06531441
400,0.042059116,0.006286306
401,0.06377346,0.014043052
402,0.079368375,0.018845422
403,0.07662033,0.01840787
404,0.056859728,0.010338847
405,0.09333312,0.02651585
406,0.07713595,0.018567715
407,0.046171684,0.0077568926
408,0.071038686,0.016874244
409,0.070196256,0.014832785
410,0.07178466,0.016657408
411,0.059780456,0.011803828
412,0.054871514,0.009580064
413,0.07404283,0.018266834
414,0.066267975,0.015985604
415,0.074541055,0.017708922
416,0.060244747,0.011000481
417,0.07057158,0.017887449
418,0.07839122,0.020143628
419,0.07591891,0.019182548
420,0.06469235,0.013099733
421,0.067779996,0.014637573
422,0.058171913,0.010583068
423,0.08191267,0.02212659
424,0.14307493,0.054581285
425,0.06619856,0.014408642
426,0.07602699,0.01909607
427,0.06562537,0.014277304
428,0.06532131,0.01247947
429,0.0740417,0.017572477
430,0.068148755,0.015488344
431,0.07090236,0.015554874
432,0.069327876,0.013999231
433,0.07500486,0.01840711
434,0.0791685,0.020274479
435,0.07294804,0.017255759
436,0.06690003,0.013818252
437,0.07565271,0.018787539
438,0.075671546,0.018971685
439,0.06529879,0.013295566
440,0.06948116,0.015565339
441,0.07915438,0.020022778
442,0.0780976,0.020194048
443,0.06818363,0.014078264
444,0.06467384,0.012789862
445,0.05903244,0.012861039
446,0.07073199,0.016525704
447,0.056130398,0.011395506
448,0.066969715,0.015005725
449,0.06823309,0.015751101
450,0.08074127,0.020694828
451,0.06599657,0.013467175
452,0.05322266,0.010166225
453,0.16140427,0.066174634
454,0.06221163,0.011895717
455,0.06686222,0.015268705
456,0.05708839,0.011558503
457,0.07746891,0.018814016
458,0.060956057,0.012532203
459,0.077077724,0.020637609
460,0.04651861,0.0073511386
461,0.07343758,0.015731072
462,0.06796958,0.014351718
463,0.05938376,0.012710529
464,0.070891865,0.015427713
465,0.06237062,0.013301495
466,0.071297556,0.016659558
467,0.070017874,0.015535302
468,0.06537519,0.013713468
469,0.06028749,0.01105685
470,0.079288386,0.0211462
471,0.056095406,0.00987447
472,0.053631883,0.009392648
473,0.0681912,0.015330166
474,0.07098979,0.018369434
475,0.059504896,0.012805875
476,0.04794147,0.0078389505
477,0.06261543,0.012269943
478,0.05125556,0.010187299
479,0.070989855,0.017116316
480,0.06915608,0.01544166
481,0.071638204,0.017472848
482,0.057911213,0.011877997
483,0.070820846,0.016925951
484,0.055707417,0.0109899
485,0.06893989,0.014716669
486,0.05880156,0.011115305
487,0.07046622,0.016170625
488,0.055874966,0.009811643
489,0.06421856,0.013823815
490,0.07287066,0.016508525
491,0.0571999,0.010691946
492,0.069471754,0.015688615
493,0.0759004,0.018968202
494,0.081915855,0.021840332
495,0.05121883,0.009339391
496,0.07797048,0.020060388
497,0.063449286,0.012311027
498,0.055986743,0.010722336
499,0.074351124,0.016147155
500,0.0660996,0.016076772
501,0.076360576,0.019735146
502,0.069219634,0.015772931
503,0.07112989,0.01700334
504,0.15879664,0.06792112
505,0.08419521,0.022571731
506,0.07026088,0.016331768
507,0.07762176,0.019508544
508,0.07596509,0.01810936
509,0.06151921,0.012583185
510,0.04876255,0.00832501
511,0.07594113,0.017519098
512,0.07968309,0.020043813
513,0.06274671,0.012784216
514,0.057717767,0.011332095
515,0.080344856,0.020987205
516,0.056126546,0.011048337
517,0.068124235,0.016462233
518,0.08026631,0.022587027
519,0.0705888,0.016668253
520,0.072724365,0.018746717
521,0.06852085,0.014209242
522,0.06004472,0.013816852
523,0.06447811,0.013770149
524,0.060443334,0.012158602
525,0.15988918,0.065679714
526,0.07179958,0.01720921
527,0.080487825,0.020561166
528,0.06780643,0.015282162
529,0.08872462,0.024648745
530,0.08181379,0.020215204
531,0.073296756,0.01848333
532,0.06949297,0.014840811
533,0.06422747,0.0132408105
534,0.067605756,0.014429739
535,0.07332886,0.016530572
536,0.07028916,0.016866164
537,0.070288666,0.016989948
538,0.06866331,0.015315719
539,0.07261808,0.01834017
540,0.06344353,0.013504938
541,0.0475689,0.0067702113
542,0.066072114,0.015526611
543,0.039833445,0.0058844876
544,0.06967173,0.016229996
545,0.07120917,0.015664833
546,0.06473123,0.013333892
547,0.05367832,0.009339232
548,0.06892385,0.015664198
549,0.056859065,0.011267041
550,0.05291947,0.009473167
551,0.10091614,0.031069553
552,0.06394876,0.013013111
553,0.05627824,0.010568376
554,0.062140033,0.013588446
555,0.061153322,0.0118938815
556,0.063920744,0.014045542
557,0.07300227,0.017411701
558,0.06659297,0.015251616
559,0.06477959,0.012933295
560,0.07080638,0.015600327
561,0.06321251,0.01386646
562,0.057526805,0.010815502
563,0.06767142,0.016438764
564,0.069280736,0.015298124
565,0.07145281,0.01654347
566,0.07648071,0.019144716
567,0.06988642,0.016363503
568,0.07471652,0.017422343
569,0.0598736,0.011414077
570,0.066129625,0.013167708
571,0.044313356,0.0072501684
572,0.060848027,0.0131704565
573,0.07366827,0.018974876
574,0.07912602,0.024068
575,0.07220315,0.016870424
576,0.069557816,0.016014544
577,0.06659345,0.014783307
578,0.07038413,0.016375642
579,0.06657593,0.0142144095
580,0.064365335,0.013616023
581,0.062197253,0.012633069
582,0.075875305,0.020458376
583,0.067403674,0.014555581
584,0.074514434,0.01700167
585,0.048355967,0.008101403
586,0.06929184,0.015842872
587,0.062380247,0.013007714
588,0.06983466,0.015980478
589,0.04178808,0.006696892
590,0.08091457,0.021472985
591,0.0708082,0.017263407
592,0.05437596,0.01065456
593,0.060918428,0.012059388
594,0.05051053,0.009338677
595,0.08246358,0.02207189
596,0.061565097,0.011832152
597,0.07864117,0.02132405
598,0.06482608,0.013239863
599,0.07043781,0.015639527
600,0.053109035,0.008272546
601,0.07196238,0.016632946
602,0.040700465,0.006117834
603,0.05060095,0.00860545
604,0.06877094,0.014921282
605,0.06704233,0.013676225
606,0.064698316,0.014235753
607,0.071408935,0.018258838
608,0.06631574,0.014017308
609,0.07351635,0.016515417
610,0.077650994,0.020518899
611,0.046165455,0.007994136
612,0.07881421,0.01990743
613,0.07609091,0.019598737
614,0.06645488,0.014874889
615,0.06543559,0.013638382
616,0.05807856,0.010663583
617,0.05885792,0.01175028
618,0.073378526,0.017490316
619,0.07936882,0.020244682
620,0.059137564,0.010412693
621,0.068204075,0.013853945
622,0.062322635,0.013321903
623,0.116786025,0.037915185
624,0.071308546,0.016483255
625,0.080137365,0.020457432
626,0.055739965,0.012527156
627,0.08064374,0.020152178
628,0.07384562,0.0166216
629,0.08436516,0.02190245
630,0.06309439,0.013990679
631,0.049823217,0.008592458
632,0.057448138,0.010937047
633,0.071763314,0.016598249
634,0.07920942,0.021226874
635,0.050067272,0.008598552
636,0.05461814,0.009558293
637,0.12157153,0.041319028
638,0.07102002,0.018792616
639,0.16795488,0.08378694
640,0.07842911,0.019670777
641,0.06708098,0.014682433
642,0.05083603,0.010649936
643,0.053902417,0.009959124
644,0.06694065,0.015389009
645,0.057211332,0.009531054
646,0.06258511,0.0120246615
647,0.072799586,0.017011482
648,0.06525424,0.014116209
649,0.07097598,0.017051712
650,0.06835011,0.015780848
651,0.073334225,0.017590567
652,0.08053967,0.021528076
653,0.05827996,0.012119518
654,0.06374622,0.013717898
655,0.055734564,0.011708365
656,0.060897466,0.0121751465
657,0.07215049,0.015223975
658,0.043757696,0.006594103
659,0.067263156,0.013928091
660,0.07047095,0.016555825
661,0.07954958,0.019777395
662,0.046633396,0.007978227
663,0.066211574,0.014897195
664,0.08356796,0.02164551
665,0.062137708,0.012423358
666,0.062086076,0.0123149045
667,0.07027944,0.015799593
668,0.071592696,0.0164044
669,0.08366639,0.023100454
670,0.06871248,0.015085686
671,0.06801742,0.013922838
672,0.07160869,0.018413112
673,0.069187425,0.015252535
674,0.078368016,0.020399533
675,0.06660208,0.013486625
676,0.07744153,0.019008217
677,0.08163286,0.021134112
678,0.06595444,0.014261211
679,0.06543358,0.013866947
680,0.04837005,0.008567708
681,0.06458583,0.012927558
682,0.059769053,0.011957956
683,0.072262555,0.016832707
684,0.057363104,0.011144378
685,0.061772075,0.012387251
686,0.06338853,0.013713459
687,0.05854687,0.012236667
688,0.07190636,0.016834969
689,0.06410981,0.013449856
690,0.04304836,0.006513687
691,0.06864854,0.015516885
692,0.06791628,0.014208967
693,0.06831294,0.01500858
694,0.06641818,0.013402061
695,0.06625902,0.013942894
696,0.07737646,0.019008033
697,0.058732677,0.013532545
698,0.043587513,0.0068073166
699,0.07736062,0.01985373
700,0.057558045,0.01159631
701,0.06364587,0.014146341
702,0.05591869,0.01083572
703,0.07103154,0.018370809
704,0.072022244,0.017683376
705,0.15976226,0.06787167
706,0.08040977,0.02079496
707,0.08036839,0.019947905
708,0.060277566,0.011341637
709,0.08026572,0.021453578
710,0.07292029,0.016738342
711,0.07543986,0.019783713
712,0.061202917,0.0124318
713,0.07098911,0.015865175
714,0.08066549,0.021867448
715,0.06726495,0.0160216
716,0.04607658,0.0074092913
717,0.07379959,0.018192656
718,0.055937957,0.011370771
719,0.06898991,0.016141731
720,0.06758953,0.015259793
721,0.059783343,0.0119298315
722,0.07351014,0.016844656
723,0.06913748,0.017384447
724,0.073976345,0.01653828
725,0.06450152,0.014058753
726,0.06307927,0.013752788
727,0.039476775,0.005279658
728,0.08209665,0.021862425
729,0.07694984,0.018539753
730,0.06354203,0.013236493
731,0.06939592,0.015165973
732,0.054807335,0.009828847
733,0.06501192,0.014033291
734,0.06574163,0.013880241
735,0.069869764,0.015217621
736,0.060669303,0.012235654
737,0.063423015,0.013650529
738,0.067582935,0.015531675
739,0.06459032,0.013471228
740,0.06761616,0.015920676
741,0.06289631,0.014605232
742,0.07059374,0.016575841
743,0.06958442,0.014631842
744,0.052175503,0.009219838
745,0.07506257,0.01785655
746,0.069448054,0.015906423
747,0.06342948,0.013216596
748,0.07531447,0.0189519
749,0.06044344,0.011952575
750,0.055570114,0.009457521
751,0.062975414,0.011903047
752,0.0626926,0.013603299
753,0.066017136,0.014438675
754,0.07807353,0.020477897
755,0.0585025,0.012163464
756,0.060453173,0.01145876
757,0.07216049,0.016503833
758,0.06270199,0.013341997
759,0.06716009,0.013750971
760,0.057401285,0.010331294
761,0.07662999,0.017756015
762,0.0680778,0.014966433
763,0.07293681,0.017030342
764,0.04260519,0.006698246
765,0.07085751,0.01532815
766,0.103104696,0.03178177
767,0.07012545,0.015593341
768,0.07228973,0.016408289
769,0.07460993,0.019500278
770,0.08014642,0.020618498
771,0.06687165,0.014065138
772,0.069446966,0.016548418
773,0.0801945,0.021930791
774,0.15753892,0.064697996
775,0.06576253,0.012943935
776,0.0719647,0.016775515
777,0.06991436,0.016936105
778,0.05835348,0.011949148
779,0.062121205,0.012312467
780,0.073227026,0.01709777
781,0.048908826,0.00808509
782,0.041990332,0.006092222
783,0.0755935,0.018632138
784,0.06574141,0.014648093
785,0.0716027,0.016616367
786,0.045809936,0.0064779627
787,0.07143643,0.015610592
788,0.07955012,0.019800212
789,0.06180407,0.015376207
790,0.06613329,0.014869856
791,0.07203046,0.01919936
792,0.059407525,0.012516152
793,0.078392155,0.020970078
794,0.074775904,0.018177876
795,0.07800222,0.018308736
796,0.06518297,0.012925143
797,0.06270474,0.012718499
798,0.059664346,0.010778728
799,0.061813615,0.013779886
800,0.06988814,0.01599602
801,0.0383842,0.0053129266
802,0.07241218,0.01781539
803,0.066471145,0.014292269
804,0.061121307,0.011363243
805,0.062012162,0.013057955
806,0.08318183,0.0220488
807,0.07337855,0.017108794
808,0.040949058,0.0061498033
809,0.04275901,0.006327579
810,0.07413341,0.019498147
811,0.059672266,0.011858118
812,0.07374266,0.017258769
813,0.06354979,0.013376164
814,0.056692787,0.011437743
815,0.13418849,0.04781738
816,0.07847531,0.021568475
817,0.059784323,0.011829636
818,0.06789021,0.014576039
819,0.05912495,0.012372439
820,0.053244058,0.009619002
821,0.07589395,0.017971374
822,0.07232018,0.016719908
823,0.051549796,0.009014154
824,0.057946388,0.01071884
825,0.069981195,0.017819649
826,0.06876979,0.014890508
827,0.04888729,0.008605741
828,0.05779238,0.0129325185
829,0.058247313,0.011367433
830,0.064433105,0.013554914
831,0.06526871,0.015359009
832,0.058082357,0.010853085
833,0.06721949,0.01629575
834,0.06705762,0.013675242
835,0.065123536,0.013498299
836,0.061115842,0.013193691
837,0.07232196,0.01676163
838,0.052833695,0.009013122
839,0.07990998,0.019281557
840,0.05656084,0.014010918
841,0.067737184,0.017114906
842,0.079395495,0.019891495
843,0.07741766,0.019270133
844,0.071530454,0.01749115
845,0.06975613,0.016697304
846,0.07910739,0.019628644
847,0.069564626,0.016086858
848,0.06586004,0.013584426
849,0.076413766,0.019253647
850,0.07299703,0.017856162
851,0.07234481,0.016425421
852,0.06896006,0.015606654
853,0.057835594,0.010309336
854,0.05856642,0.01223141
855,0.071292266,0.016894726
856,0.052933,0.00996498
857,0.16075306,0.06675725
858,0.04188843,0.0060749976
859,0.07477906,0.01777535
860,0.060687214,0.01167151
861,0.076941244,0.021591503
862,0.063147165,0.01343379
863,0.06608182,0.0157139
864,0.08056392,0.020913314
865,0.07582568,0.019565035
866,0.07364991,0.016492864
867,0.07125896,0.017623842
868,0.051192943,0.009581579
869,0.07060781,0.016482923
870,0.08115829,0.020705292
871,0.070602074,0.015863528
872,0.049001638,0.0071907956
873,0.084377594,0.022453584
874,0.06858697,0.016305743
875,0.05711739,0.01144115
876,0.06299581,0.013836277
877,0.0753131,0.017502377
878,0.06552662,0.015468481
879,0.076070935,0.018417262
880,0.06348351,0.0130070485
881,0.06975331,0.015243987
882,0.05615931,0.013360772
883,0.06301651,0.013431252
884,0.07937365,0.020050792
885,0.06813408,0.016027398
886,0.060107235,0.010722545
887,0.06806548,0.015388322
888,0.06099009,0.01197436
889,0.07479466,0.018538991
890,0.0687419,0.015324027
891,0.0807363,0.019965041
892,0.06803619,0.014858437
893,0.06582875,0.013796816
894,0.05072727,0.008759182
895,0.06261255,0.012989401
896,0.062487673,0.013196467
897,0.046000782,0.008512705
898,0.06429361,0.014499281
899,0.06201461,0.014399014
900,0.065092675,0.015733616
901,0.056328822,0.011016915
902,0.07021075,0.016278772
903,0.06975606,0.01638333
904,0.05896321,0.012223829
905,0.06425073,0.013240055
906,0.06374741,0.012886035
907,0.07399805,0.017533772
908,0.068606175,0.016786164
909,0.05715801,0.011460708
910,0.05325658,0.010119796
911,0.07152012,0.017481005
912,0.06672485,0.015999915
913,0.07545921,0.019039035
914,0.05715576,0.011494018
915,0.07498962,0.01907226
916,0.08241095,0.022690227
917,0.066606864,0.015110406
918,0.07305983,0.018210165
919,0.06496571,0.013216929
920,0.06263742,0.013358515
921,0.055886883,0.010972079
922,0.06674636,0.0136181675
923,0.05721068,0.010373387
924,0.07883396,0.021254448
925,0.06349433,0.012732047
926,0.06790611,0.015539471
927,0.076215655,0.019559475
928,0.0801209,0.018941019
929,0.064652264,0.014133478
930,0.059368774,0.011108479
931,0.075618915,0.018841341
932,0.06265406,0.012477544
933,0.06615564,0.0155581115
934,0.069014065,0.016558636
935,0.051029354,0.009185243
936,0.05867124,0.011240722
937,0.06436111,0.01279977
938,0.047129337,0.008132101
939,0.08369723,0.02287455
940,0.07014856,0.015655698
941,0.073668346,0.015908739
942,0.07229978,0.016783651
943,0.0706491,0.014670707
944,0.06261672,0.012545936
945,0.073470704,0.017944247
946,0.054401085,0.009248091
947,0.080438435,0.021802902
948,0.07444835,0.019397182
949,0.06716219,0.015077255
950,0.076775,0.018559795
951,0.07308642,0.016198663
952,0.06872636,0.014799894
953,0.08507687,0.022908371
954,0.05624496,0.011611407
955,0.07748662,0.019602615
956,0.06503879,0.01349438
957,0.053133916,0.009744665
958,0.044572555,0.0067376536
959,0.06279959,0.012936797
960,0.07332715,0.017830757
961,0.080247104,0.021709552
962,0.0645946,0.013586256
963,0.08704761,0.023754042
964,0.04037821,0.005810141
965,0.0632285,0.01680557
966,0.07086009,0.015720539
967,0.077239744,0.019332554
968,0.060758147,0.011502172
969,0.07333097,0.017633623
970,0.04448591,0.007894497
971,0.066339254,0.014415085
972,0.07952915,0.020075208
973,0.08331827,0.02213543
974,0.06155392,0.012470741
975,0.08245867,0.022850187
976,0.053354856,0.009283056
977,0.049029935,0.008170176
978,0.062338095,0.012956405
979,0.0710642,0.016917197
980,0.0717339,0.01683948
981,0.07042274,0.015688961
982,0.064593256,0.013402675
983,0.08204812,0.02150303
984,0.08098121,0.022299768
985,0.08213274,0.022182073
