,lam,stepsize,psnr,ssim,
0,0.1,0.1,38.4103952200312,96.7541521823087,
1,0.311111111111111,0.1,38.6577333129385,96.9323512153879,
2,0.522222222222222,0.1,38.7546538004191,96.9332079410484,
3,0.733333333333333,0.1,38.8064631047875,96.9243263557991,
4,0.944444444444444,0.1,38.8379743736222,96.9137649005254,
5,1.15555555555556,0.1,38.8524018314092,96.8975368794519,
6,1.36666666666667,0.1,38.8552352458289,96.877373596021,
7,1.57777777777778,0.1,38.8508333730042,96.8554968782128,
8,1.78888888888889,0.1,38.8372527661904,96.8289862778398,
9,2,0.1,38.8186914840334,96.8028026545267,
10,0.1,0.325,38.9002069948131,97.2099067284906,
11,0.311111111111111,0.325,39.1619155224591,97.2929423255266,
12,0.522222222222222,0.325,39.1931160181526,97.2602656690872,
13,0.733333333333333,0.325,39.1349553703024,97.1851861147419,
14,0.944444444444444,0.325,39.0307994369235,97.0841209209795,
15,1.15555555555556,0.325,38.9117822911587,96.805192869209,
16,1.36666666666667,0.325,38.7684620024901,96.395267227837,
17,1.57777777777778,0.325,38.577256356389,95.6329056240052,
18,1.78888888888889,0.325,37.853888713604,92.4871708541594,
19,2,0.325,36.9175435029922,90.4764998160175,
20,0.1,0.55,39.1037463204232,97.3320679346967,
21,0.311111111111111,0.55,39.2725644653436,97.3441889613527,
22,0.522222222222222,0.55,39.1415459454755,97.2227125287265,
23,0.733333333333333,0.55,38.9185785056795,96.7178321740563,
24,0.944444444444444,0.55,38.6016473277983,95.7321393057329,
25,1.15555555555556,0.55,37.5784336680267,92.64330683044,
26,1.36666666666667,0.55,20.0164369885928,46.5935394805605,
27,1.57777777777778,0.55,4.97396298790924,2.15459731574731,
28,1.78888888888889,0.55,5.03766680142791,1.02003225609141,
29,2,0.55,4.7366273949116,0.607341378547662,
30,0.1,0.775,39.2222010448375,97.3884479301783,
31,0.311111111111111,0.775,39.2524637097054,97.3111513060854,
32,0.522222222222222,0.775,38.9305934866626,96.6720307890135,
33,0.733333333333333,0.775,38.3076451573328,94.5567235915692,
34,0.944444444444444,0.775,35.5342346211038,86.0072615395901,
35,1.15555555555556,0.775,31.2687812117495,68.4774119944121,
36,1.36666666666667,0.775,5.45118344747518,0.8029404076606,
37,1.57777777777778,0.775,5.32287244063447,0.580419664301639,
38,1.78888888888889,0.775,4.5160261291029,0.442124318628508,
39,2,0.775,4.3886889877953,0.441285307057102,
40,0.1,1,39.2961586631571,97.4153002039168,BEST
41,0.311111111111111,1,39.1279777308394,97.1729418254686,
42,0.522222222222222,1,38.4452867403384,95.0958871644256,
43,0.733333333333333,1,31.2333334543759,75.0236735910042,
44,0.944444444444444,1,12.9511239444712,15.5132317316023,
45,1.15555555555556,1,3.86141781656072,0.425740178514215,
46,1.36666666666667,1,3.59432149348972,0.283246467966197,
47,1.57777777777778,1,3.38109246757265,0.145696798969397,
48,1.78888888888889,1,3.31278298420755,0.073099508310041,
49,2,1,3.39410843390046,0.149947343433943,
