,lam,stepsize,psnr,ssim,
0,0.1,0.1,36.0873704574016,95.9259408627636,
1,0.311111111111111,0.1,36.5674542055681,96.5617227219356,
2,0.522222222222222,0.1,36.8570637149136,96.8002945869786,
3,0.733333333333333,0.1,37.0633219911836,96.9418699835618,
4,0.944444444444444,0.1,37.2221008185879,97.0436804833488,
5,1.15555555555556,0.1,37.3518697837662,97.1242806125395,
6,1.36666666666667,0.1,37.4621278624215,97.1920301265605,
7,1.57777777777778,0.1,37.5574579558968,97.249808632371,
8,1.78888888888889,0.1,37.6432879196404,97.3043241780685,
9,2,0.1,37.7194454646775,97.3498419801434,BEST
10,0.1,0.325,36.8410862331577,96.4794328089719,
11,0.311111111111111,0.325,37.6752287404055,96.8060837204337,
12,0.522222222222222,0.325,38.1503740037642,96.985358396477,
13,0.733333333333333,0.325,38.4640684960424,97.0739629011045,
14,0.944444444444444,0.325,38.7197563809838,97.1439991177904,
15,1.15555555555556,0.325,36.7004756212679,92.843099418385,
16,1.36666666666667,0.325,33.9577408967956,80.1242916848391,
17,1.57777777777778,0.325,33.6515507037829,78.7553513600193,
18,1.78888888888889,0.325,33.7353416946733,78.8208688686045,
19,2,0.325,33.7631663967346,78.7659234442168,
20,0.1,0.55,37.2658324183114,96.6051341801274,
21,0.311111111111111,0.55,38.2050240727151,96.8231712917182,
22,0.522222222222222,0.55,35.0283017301847,89.9316618798789,
23,0.733333333333333,0.55,34.2087828695694,82.6229129182758,
24,0.944444444444444,0.55,34.021093598932,83.2020699183991,
25,1.15555555555556,0.55,27.7377108309443,60.3147395907486,
26,1.36666666666667,0.55,27.7782887451761,58.8485468648998,
27,1.57777777777778,0.55,27.4952300729645,57.44923833803,
28,1.78888888888889,0.55,5.86127683431127,0.715780076108509,
29,2,0.55,5.33059059501456,0.597717330338911,
30,0.1,0.775,37.5677089737268,96.6355929764923,
31,0.311111111111111,0.775,37.00136759975,95.2318147611115,
32,0.522222222222222,0.775,29.1246167654938,72.076133869327,
33,0.733333333333333,0.775,16.7149332358198,38.6470316182048,
34,0.944444444444444,0.775,15.2802164177119,20.7765705666286,
35,1.15555555555556,0.775,13.9590840893657,19.6919656206437,
36,1.36666666666667,0.775,5.85828154331492,0.700474558103412,
37,1.57777777777778,0.775,5.08719078791915,0.596008043527949,
38,1.78888888888889,0.775,4.64863976816487,0.569573008395865,
39,2,0.775,4.45393548440901,0.489831073396008,
40,0.1,1,37.8751670579869,96.7387817322599,
41,0.311111111111111,1,33.297728838765,85.048232709394,
42,0.522222222222222,1,16.4721272023418,38.3933634377668,
43,0.733333333333333,1,8.31740770325984,1.63014888936961,
44,0.944444444444444,1,5.8109510178176,1.09523530280008,
45,1.15555555555556,1,5.12707770640873,0.798632250458856,
46,1.36666666666667,1,5.01175955933689,0.59426653750878,
47,1.57777777777778,1,4.87823247180406,0.603774982170283,
48,1.78888888888889,1,4.62761383781157,0.492927067323481,
49,2,1,4.53718623700902,0.521776497026983,
