,stepsize,psnr,ssim
0,0.0,35.921877073054056,97.61224127027427
1,0.0,35.921877073054056,97.61224127027427
2,0.0,35.921877073054056,97.61224127027427
3,0.0,35.921877073054056,97.61224127027427
4,0.0,35.921877073054056,97.61224127027427
