,stepsize,psnr,ssim
0,0.1,36.81390108737146,96.53353044365961
1,0.325,36.92880195834725,96.195328641278
2,0.55,36.9291420585996,96.19419109054726
3,0.775,36.92914216088334,96.19419074829328
4,1.0,36.92914216088343,96.19419074829298
