,lam,stepsize,psnr,ssim
0,0.1,0.1,31.719807863674752,83.85384010334386
1,0.3111111111111111,0.1,32.17860394014194,84.97416119040616
2,0.5222222222222223,0.1,32.377561332840294,85.98688308620936
3,0.7333333333333333,0.1,32.51496876463291,86.65166866648262
4,0.9444444444444444,0.1,32.61591255917959,87.1621034624717
5,1.1555555555555557,0.1,32.688943581437954,87.52388571589836
6,1.3666666666666667,0.1,32.762125740662654,87.81907139293186
7,1.577777777777778,0.1,32.84774832887464,88.12710149816391
8,1.788888888888889,0.1,32.90089763480873,88.29065592998737
9,2.0,0.1,32.95158193806462,88.4497893791947
10,0.1,0.325,32.836260223644715,87.81331049831452
11,0.3111111111111111,0.325,33.436651138532135,89.78464329693472
12,0.5222222222222223,0.325,33.852905691926246,90.90780205457618
13,0.7333333333333333,0.325,34.29111696554431,91.84334675457508
14,0.9444444444444444,0.325,34.197433803650675,91.49105557948482
15,1.1555555555555557,0.325,23.47257618614067,58.081367158978786
16,1.3666666666666667,0.325,7.116206160514575,7.875043915550355
17,1.577777777777778,0.325,4.3267583574570985,0.3025797516247925
18,1.788888888888889,0.325,4.399350942628901,0.29326038503629615
19,2.0,0.325,4.403282411929682,0.2860797751546682
20,0.1,0.55,33.55587983465311,89.94632004029074
21,0.3111111111111111,0.55,34.397868529487425,92.02248434714755
22,0.5222222222222223,0.55,34.82305233140943,92.87434200800449
23,0.7333333333333333,0.55,29.76900362351884,77.71708919386629
24,0.9444444444444444,0.55,10.035493572951545,17.545567973933284
25,1.1555555555555557,0.55,6.936897167791298,7.831252459921403
26,1.3666666666666667,0.55,4.365924364974136,0.25320228289217206
27,1.577777777777778,0.55,4.296415939140149,0.205061960879355
28,1.788888888888889,0.55,4.2488143242651715,0.21714089096366962
29,2.0,0.55,4.213618896727273,0.19460862309281995
30,0.1,0.775,34.0724191385233,91.20986920047508
31,0.3111111111111111,0.775,34.5017498974307,92.34113552226913
32,0.5222222222222223,0.775,33.69030441588768,91.16292323335502
33,0.7333333333333333,0.775,26.26121584283345,70.78141494318585
34,0.9444444444444444,0.775,13.310999917267585,28.563335201773736
35,1.1555555555555557,0.775,5.485192907438664,3.985526271382178
36,1.3666666666666667,0.775,4.224516796101731,0.20693516440956525
37,1.577777777777778,0.775,4.180353832226064,0.22596251455077265
38,1.788888888888889,0.775,4.148795975572584,0.22797252339136415
39,2.0,0.775,4.127042544841002,0.228869682114294
40,0.1,1.0,34.463243625762644,92.02055262306979
41,0.3111111111111111,1.0,33.55867657878894,90.75819512135867
42,0.5222222222222223,1.0,25.60546776883849,67.77012643261551
43,0.7333333333333333,1.0,15.43075901330061,35.62688195416046
44,0.9444444444444444,1.0,4.254921960198695,0.23271758644982246
45,1.1555555555555557,1.0,4.196514854368905,0.21551615740668167
46,1.3666666666666667,1.0,4.1564061829063785,0.2669952279155107
47,1.577777777777778,1.0,4.124394079284473,0.2905669329884425
48,1.788888888888889,1.0,4.103635971564823,0.26304451258179523
