,stepsize,psnr,ssim
0,0.1,32.09682245366239,86.35927919056823
1,0.325,32.31630921394496,86.34086998443603
2,0.55,32.32565410615259,86.32878779907138
3,0.775,32.325815180205126,86.32856400033077
